index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
206469,554938,21556,CERAMIC STRAWBERRY MONEY BOX,6,2011-05-27T13:34:00Z,2.55,12876.0,Belgium
206470,554938,21843,RED RETROSPOT CAKE STAND,2,2011-05-27T13:34:00Z,10.95,12876.0,Belgium
206471,554938,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-27T13:34:00Z,12.75,12876.0,Belgium
206472,554938,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-05-27T13:34:00Z,2.1,12876.0,Belgium
206473,554938,22961,JAM MAKING SET PRINTED,12,2011-05-27T13:34:00Z,1.45,12876.0,Belgium
206474,554938,21976,PACK OF 60 MUSHROOM CAKE CASES,48,2011-05-27T13:34:00Z,0.55,12876.0,Belgium
206475,554938,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-05-27T13:34:00Z,0.55,12876.0,Belgium
206476,554938,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-05-27T13:34:00Z,0.55,12876.0,Belgium
206477,554938,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-27T13:34:00Z,0.55,12876.0,Belgium
206478,554938,22951,60 CAKE CASES DOLLY GIRL DESIGN,48,2011-05-27T13:34:00Z,0.55,12876.0,Belgium
206479,554938,84991,60 TEATIME FAIRY CAKE CASES,48,2011-05-27T13:34:00Z,0.55,12876.0,Belgium
206480,554938,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-05-27T13:34:00Z,0.55,12876.0,Belgium
206481,554938,85019B,BLOSSOM  IMAGES NOTEBOOK SET,24,2011-05-27T13:34:00Z,1.25,12876.0,Belgium
206482,554938,POST,POSTAGE,4,2011-05-27T13:34:00Z,15.0,12876.0,Belgium
206501,554940,23084,RABBIT NIGHT LIGHT,6,2011-05-27T13:49:00Z,2.08,12494.0,France
206502,554940,20725,LUNCH BAG RED RETROSPOT,10,2011-05-27T13:49:00Z,1.65,12494.0,France
206503,554940,22383,LUNCH BAG SUKI DESIGN ,10,2011-05-27T13:49:00Z,1.65,12494.0,France
206504,554940,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-05-27T13:49:00Z,1.65,12494.0,France
206505,554940,20726,LUNCH BAG WOODLAND,10,2011-05-27T13:49:00Z,1.65,12494.0,France
206506,554940,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,2011-05-27T13:49:00Z,4.15,12494.0,France
206507,554940,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-05-27T13:49:00Z,4.15,12494.0,France
206508,554940,21843,RED RETROSPOT CAKE STAND,1,2011-05-27T13:49:00Z,10.95,12494.0,France
206509,554940,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-05-27T13:49:00Z,6.25,12494.0,France
206510,554940,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2011-05-27T13:49:00Z,2.95,12494.0,France
206511,554940,21166,COOK WITH WINE METAL SIGN ,12,2011-05-27T13:49:00Z,2.08,12494.0,France
206512,554940,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-05-27T13:49:00Z,2.95,12494.0,France
206513,554940,21175,GIN + TONIC DIET METAL SIGN,12,2011-05-27T13:49:00Z,2.55,12494.0,France
206514,554940,21164,HOME SWEET HOME METAL SIGN ,6,2011-05-27T13:49:00Z,2.95,12494.0,France
206515,554940,21770,OPEN CLOSED METAL SIGN,2,2011-05-27T13:49:00Z,4.95,12494.0,France
206516,554940,21907,I'M ON HOLIDAY METAL SIGN,12,2011-05-27T13:49:00Z,2.1,12494.0,France
206517,554940,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,2011-05-27T13:49:00Z,2.1,12494.0,France
206518,554940,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-05-27T13:49:00Z,2.1,12494.0,France
206519,554940,82567,"AIRLINE LOUNGE,METAL SIGN",6,2011-05-27T13:49:00Z,2.1,12494.0,France
206520,554940,82600,NO SINGING METAL SIGN,12,2011-05-27T13:49:00Z,2.1,12494.0,France
206521,554940,POST,POSTAGE,2,2011-05-27T13:49:00Z,18.0,12494.0,France
207305,554985,20665,RED RETROSPOT PURSE ,6,2011-05-29T12:26:00Z,2.95,12426.0,Germany
207306,554985,20963,APPLE BATH SPONGE,10,2011-05-29T12:26:00Z,1.25,12426.0,Germany
207307,554985,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-05-29T12:26:00Z,0.85,12426.0,Germany
207308,554985,22551,PLASTERS IN TIN SPACEBOY,12,2011-05-29T12:26:00Z,1.65,12426.0,Germany
207309,554985,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-05-29T12:26:00Z,1.65,12426.0,Germany
207310,554985,22555,PLASTERS IN TIN STRONGMAN,12,2011-05-29T12:26:00Z,1.65,12426.0,Germany
207311,554985,22414,DOORMAT NEIGHBOURHOOD WITCH ,2,2011-05-29T12:26:00Z,7.95,12426.0,Germany
207312,554985,22365,DOORMAT RESPECTABLE HOUSE,2,2011-05-29T12:26:00Z,7.95,12426.0,Germany
207313,554985,22366,DOORMAT AIRMAIL ,2,2011-05-29T12:26:00Z,7.95,12426.0,Germany
207314,554985,21747,SMALL SKULL WINDMILL,12,2011-05-29T12:26:00Z,1.25,12426.0,Germany
207315,554985,21746,SMALL RED RETROSPOT WINDMILL,12,2011-05-29T12:26:00Z,1.25,12426.0,Germany
207316,554985,22960,JAM MAKING SET WITH JARS,6,2011-05-29T12:26:00Z,4.25,12426.0,Germany
207317,554985,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-05-29T12:26:00Z,1.69,12426.0,Germany
207318,554985,21770,OPEN CLOSED METAL SIGN,2,2011-05-29T12:26:00Z,4.95,12426.0,Germany
207319,554985,82600,NO SINGING METAL SIGN,12,2011-05-29T12:26:00Z,2.1,12426.0,Germany
207320,554985,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-05-29T12:26:00Z,2.95,12426.0,Germany
207321,554985,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-05-29T12:26:00Z,2.95,12426.0,Germany
207322,554985,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-05-29T12:26:00Z,1.65,12426.0,Germany
207323,554985,22629,SPACEBOY LUNCH BOX ,12,2011-05-29T12:26:00Z,1.95,12426.0,Germany
207324,554985,22631,CIRCUS PARADE LUNCH BOX ,12,2011-05-29T12:26:00Z,1.95,12426.0,Germany
207325,554985,22975,SPACEBOY CHILDRENS EGG CUP,12,2011-05-29T12:26:00Z,1.25,12426.0,Germany
207326,554985,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,2011-05-29T12:26:00Z,1.25,12426.0,Germany
207327,554985,23184,BULL DOG BOTTLE OPENER,4,2011-05-29T12:26:00Z,4.95,12426.0,Germany
207328,554985,22849,BREAD BIN DINER STYLE MINT,1,2011-05-29T12:26:00Z,16.95,12426.0,Germany
207329,554985,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2011-05-29T12:26:00Z,2.95,12426.0,Germany
207330,554985,22363,GLASS JAR MARMALADE ,6,2011-05-29T12:26:00Z,2.95,12426.0,Germany
207331,554985,22350,ILLUSTRATED CAT BOWL ,6,2011-05-29T12:26:00Z,2.55,12426.0,Germany
207332,554985,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-05-29T12:26:00Z,6.35,12426.0,Germany
207333,554985,16161G,WRAP BAD HAIR DAY,25,2011-05-29T12:26:00Z,0.1,12426.0,Germany
207334,554985,POST,POSTAGE,4,2011-05-29T12:26:00Z,18.0,12426.0,Germany
207785,555003,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-05-31T09:36:00Z,1.65,12787.0,Netherlands
207786,555003,22445,PENCIL CASE LIFE IS BEAUTIFUL,12,2011-05-31T09:36:00Z,2.95,12787.0,Netherlands
207787,555003,22077,6 RIBBONS RUSTIC CHARM,12,2011-05-31T09:36:00Z,1.65,12787.0,Netherlands
207788,555003,22082,RIBBON REEL STRIPES DESIGN ,10,2011-05-31T09:36:00Z,1.65,12787.0,Netherlands
207789,555003,21484,CHICK GREY HOT WATER BOTTLE,4,2011-05-31T09:36:00Z,3.45,12787.0,Netherlands
207790,555003,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-05-31T09:36:00Z,4.25,12787.0,Netherlands
207791,555003,23201,JUMBO BAG ALPHABET,10,2011-05-31T09:36:00Z,2.08,12787.0,Netherlands
207792,555003,POST,POSTAGE,1,2011-05-31T09:36:00Z,15.0,12787.0,Netherlands
207868,C555013,23112,PARISIENNE CURIO CABINET,-1,2011-05-31T10:44:00Z,7.5,12601.0,Germany
207961,C555046,22859,EASTER TIN BUNNY BOUQUET,-6,2011-05-31T11:29:00Z,1.65,12431.0,Australia
208072,555093,22624,IVORY KITCHEN SCALES,4,2011-05-31T13:15:00Z,8.5,12720.0,Germany
208073,555093,22627,MINT KITCHEN SCALES,2,2011-05-31T13:15:00Z,8.5,12720.0,Germany
208074,555093,22625,RED KITCHEN SCALES,2,2011-05-31T13:15:00Z,8.5,12720.0,Germany
208075,555093,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-05-31T13:15:00Z,0.29,12720.0,Germany
208102,555095,23080,RED METAL BOX TOP SECRET,4,2011-05-31T13:32:00Z,8.25,12540.0,Spain
208103,555095,23081,GREEN METAL BOX ARMY SUPPLIES,4,2011-05-31T13:32:00Z,8.25,12540.0,Spain
208104,555095,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-05-31T13:32:00Z,1.65,12540.0,Spain
208105,555095,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-05-31T13:32:00Z,1.65,12540.0,Spain
208106,555095,22197,SMALL POPCORN HOLDER,24,2011-05-31T13:32:00Z,0.85,12540.0,Spain
208107,555095,22423,REGENCY CAKESTAND 3 TIER,16,2011-05-31T13:32:00Z,10.95,12540.0,Spain
208108,555095,23281,FOLDING BUTTERFLY MIRROR RED  ,12,2011-05-31T13:32:00Z,0.83,12540.0,Spain
208109,555095,22637,PIGGY BANK RETROSPOT ,8,2011-05-31T13:32:00Z,2.55,12540.0,Spain
208110,555095,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-05-31T13:32:00Z,4.95,12540.0,Spain
208111,555095,22544,MINI JIGSAW SPACEBOY,24,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208112,555095,22539,MINI JIGSAW DOLLY GIRL,24,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208113,555095,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-05-31T13:32:00Z,1.65,12540.0,Spain
208114,555095,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-05-31T13:32:00Z,1.65,12540.0,Spain
208115,555095,22551,PLASTERS IN TIN SPACEBOY,12,2011-05-31T13:32:00Z,1.65,12540.0,Spain
208116,555095,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-05-31T13:32:00Z,0.29,12540.0,Spain
208117,555095,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-05-31T13:32:00Z,0.29,12540.0,Spain
208118,555095,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-05-31T13:32:00Z,0.85,12540.0,Spain
208119,555095,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-05-31T13:32:00Z,2.1,12540.0,Spain
208120,555095,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-05-31T13:32:00Z,2.1,12540.0,Spain
208121,555095,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-05-31T13:32:00Z,2.55,12540.0,Spain
208122,555095,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2011-05-31T13:32:00Z,2.55,12540.0,Spain
208123,555095,21718,RED METAL BEACH SPADE ,12,2011-05-31T13:32:00Z,1.25,12540.0,Spain
208124,555095,21056,DOCTOR'S BAG SOFT TOY,4,2011-05-31T13:32:00Z,8.95,12540.0,Spain
208125,555095,21055,TOOL BOX SOFT TOY ,4,2011-05-31T13:32:00Z,8.95,12540.0,Spain
208126,555095,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,2011-05-31T13:32:00Z,9.95,12540.0,Spain
208127,555095,21115,ROSE CARAVAN DOORSTOP,4,2011-05-31T13:32:00Z,6.75,12540.0,Spain
208128,555095,21116,OWL DOORSTOP,3,2011-05-31T13:32:00Z,4.95,12540.0,Spain
208129,555095,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-05-31T13:32:00Z,1.69,12540.0,Spain
208130,555095,22320,BIRDS MOBILE VINTAGE DESIGN,6,2011-05-31T13:32:00Z,5.95,12540.0,Spain
208131,555095,22973,CHILDREN'S CIRCUS PARADE MUG,12,2011-05-31T13:32:00Z,1.65,12540.0,Spain
208132,555095,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-05-31T13:32:00Z,2.1,12540.0,Spain
208133,555095,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-05-31T13:32:00Z,2.1,12540.0,Spain
208134,555095,22630,DOLLY GIRL LUNCH BOX,12,2011-05-31T13:32:00Z,1.95,12540.0,Spain
208135,555095,22629,SPACEBOY LUNCH BOX ,12,2011-05-31T13:32:00Z,1.95,12540.0,Spain
208136,555095,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,2011-05-31T13:32:00Z,4.95,12540.0,Spain
208137,555095,22631,CIRCUS PARADE LUNCH BOX ,12,2011-05-31T13:32:00Z,1.95,12540.0,Spain
208138,555095,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-05-31T13:32:00Z,2.95,12540.0,Spain
208139,555095,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208140,555095,22716,CARD CIRCUS PARADE,12,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208141,555095,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208142,555095,22491,PACK OF 12 COLOURED PENCILS,12,2011-05-31T13:32:00Z,0.85,12540.0,Spain
208143,555095,21503,TOYBOX  WRAP ,25,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208144,555095,21498,RED RETROSPOT WRAP ,25,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208145,555095,22707,WRAP MONSTER FUN ,25,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208146,555095,23230,WRAP ALPHABET DESIGN,25,2011-05-31T13:32:00Z,0.42,12540.0,Spain
208147,555095,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-05-31T13:32:00Z,12.75,12540.0,Spain
208148,555095,POST,POSTAGE,7,2011-05-31T13:32:00Z,28.0,12540.0,Spain
208149,555096,23112,PARISIENNE CURIO CABINET,2,2011-05-31T13:32:00Z,7.5,12682.0,France
208150,555096,23209,LUNCH BAG DOILEY PATTERN ,10,2011-05-31T13:32:00Z,1.65,12682.0,France
208151,555096,23084,RABBIT NIGHT LIGHT,72,2011-05-31T13:32:00Z,1.79,12682.0,France
208152,555096,22303,COFFEE MUG APPLES DESIGN,6,2011-05-31T13:32:00Z,2.55,12682.0,France
208153,555096,23206,LUNCH BAG APPLE DESIGN,10,2011-05-31T13:32:00Z,1.65,12682.0,France
208154,555096,23200,JUMBO BAG PEARS,10,2011-05-31T13:32:00Z,2.08,12682.0,France
208155,555096,21746,SMALL RED RETROSPOT WINDMILL,12,2011-05-31T13:32:00Z,1.25,12682.0,France
208156,555096,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-31T13:32:00Z,2.08,12682.0,France
208157,555096,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-31T13:32:00Z,2.08,12682.0,France
208158,555096,20726,LUNCH BAG WOODLAND,10,2011-05-31T13:32:00Z,1.65,12682.0,France
208159,555096,23174,REGENCY SUGAR BOWL GREEN,4,2011-05-31T13:32:00Z,4.15,12682.0,France
208160,555096,23175,REGENCY MILK JUG PINK ,4,2011-05-31T13:32:00Z,3.25,12682.0,France
208161,555096,47566,PARTY BUNTING,4,2011-05-31T13:32:00Z,4.95,12682.0,France
208162,555096,23298,SPOTTY BUNTING,6,2011-05-31T13:32:00Z,4.95,12682.0,France
208163,555096,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-05-31T13:32:00Z,3.25,12682.0,France
208164,555096,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-05-31T13:32:00Z,0.85,12682.0,France
208165,555096,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,2011-05-31T13:32:00Z,0.83,12682.0,France
208166,555096,POST,POSTAGE,3,2011-05-31T13:32:00Z,18.0,12682.0,France
208181,C555100,22848,BREAD BIN DINER STYLE PINK,-1,2011-05-31T13:45:00Z,16.95,12493.0,France
208192,555106,22539,MINI JIGSAW DOLLY GIRL,24,2011-05-31T14:14:00Z,0.42,12790.0,Netherlands
208193,555106,22712,CARD DOLLY GIRL ,12,2011-05-31T14:14:00Z,0.42,12790.0,Netherlands
208194,555106,22716,CARD CIRCUS PARADE,12,2011-05-31T14:14:00Z,0.42,12790.0,Netherlands
208195,555106,22027,TEA PARTY BIRTHDAY CARD,12,2011-05-31T14:14:00Z,0.42,12790.0,Netherlands
208196,555106,22984,CARD GINGHAM ROSE ,12,2011-05-31T14:14:00Z,0.42,12790.0,Netherlands
208197,555106,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-05-31T14:14:00Z,2.1,12790.0,Netherlands
208198,555106,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-05-31T14:14:00Z,9.95,12790.0,Netherlands
208199,555106,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-31T14:14:00Z,2.95,12790.0,Netherlands
208200,555106,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-05-31T14:14:00Z,2.95,12790.0,Netherlands
208201,555106,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-31T14:14:00Z,2.95,12790.0,Netherlands
208202,555106,22540,MINI JIGSAW CIRCUS PARADE ,24,2011-05-31T14:14:00Z,0.42,12790.0,Netherlands
208203,555106,21164,HOME SWEET HOME METAL SIGN ,6,2011-05-31T14:14:00Z,2.95,12790.0,Netherlands
208204,555106,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-05-31T14:14:00Z,7.95,12790.0,Netherlands
208205,555106,22829,SWEETHEART WIRE WALL TIDY,2,2011-05-31T14:14:00Z,9.95,12790.0,Netherlands
208206,555106,23174,REGENCY SUGAR BOWL GREEN,6,2011-05-31T14:14:00Z,4.15,12790.0,Netherlands
208207,555106,23173,REGENCY TEAPOT ROSES ,4,2011-05-31T14:14:00Z,9.95,12790.0,Netherlands
208208,555106,23175,REGENCY MILK JUG PINK ,4,2011-05-31T14:14:00Z,3.25,12790.0,Netherlands
208209,555106,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-05-31T14:14:00Z,2.1,12790.0,Netherlands
208210,555106,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-05-31T14:14:00Z,2.1,12790.0,Netherlands
208211,555106,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-05-31T14:14:00Z,2.1,12790.0,Netherlands
208212,555106,POST,POSTAGE,2,2011-05-31T14:14:00Z,15.0,12790.0,Netherlands
208213,555107,20711,JUMBO BAG TOYS ,20,2011-05-31T14:14:00Z,2.08,12594.0,Italy
208214,555107,21931,JUMBO STORAGE BAG SUKI,20,2011-05-31T14:14:00Z,2.08,12594.0,Italy
208215,555107,21930,JUMBO STORAGE BAG SKULLS,10,2011-05-31T14:14:00Z,2.08,12594.0,Italy
208216,555107,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-05-31T14:14:00Z,2.08,12594.0,Italy
208217,555107,23201,JUMBO BAG ALPHABET,10,2011-05-31T14:14:00Z,2.08,12594.0,Italy
208218,555107,22380,TOY TIDY SPACEBOY  ,10,2011-05-31T14:14:00Z,2.1,12594.0,Italy
208219,555107,22381,TOY TIDY PINK POLKADOT,10,2011-05-31T14:14:00Z,2.1,12594.0,Italy
208220,555107,22379,RECYCLING BAG RETROSPOT ,10,2011-05-31T14:14:00Z,2.1,12594.0,Italy
208221,555107,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-05-31T14:14:00Z,0.85,12594.0,Italy
208222,555107,20719,WOODLAND CHARLOTTE BAG,20,2011-05-31T14:14:00Z,0.85,12594.0,Italy
208223,555107,21110,LARGE CAKE TOWEL PINK SPOTS,6,2011-05-31T14:14:00Z,6.75,12594.0,Italy
208224,555107,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-05-31T14:14:00Z,2.1,12594.0,Italy
208225,555107,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-05-31T14:14:00Z,2.1,12594.0,Italy
208226,555107,21055,TOOL BOX SOFT TOY ,3,2011-05-31T14:14:00Z,8.95,12594.0,Italy
208227,555107,22898,CHILDRENS APRON APPLES DESIGN,8,2011-05-31T14:14:00Z,1.95,12594.0,Italy
208228,555107,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-05-31T14:14:00Z,2.95,12594.0,Italy
208229,555107,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-05-31T14:14:00Z,2.95,12594.0,Italy
208230,555107,22549,PICTURE DOMINOES,12,2011-05-31T14:14:00Z,1.45,12594.0,Italy
208231,555107,22273,FELTCRAFT DOLL MOLLY,12,2011-05-31T14:14:00Z,2.95,12594.0,Italy
208232,555107,22466,FAIRY TALE COTTAGE NIGHT LIGHT,24,2011-05-31T14:14:00Z,1.95,12594.0,Italy
208233,555107,23176,ABC TREASURE BOOK BOX ,8,2011-05-31T14:14:00Z,2.25,12594.0,Italy
208234,555107,21249,WOODLAND  HEIGHT CHART STICKERS ,18,2011-05-31T14:14:00Z,2.95,12594.0,Italy
208235,555107,22584,PACK OF 6 PANNETONE GIFT BOXES,12,2011-05-31T14:14:00Z,2.55,12594.0,Italy
208693,555147,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2011-05-31T15:41:00Z,2.25,13505.0,Switzerland
208694,555147,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-05-31T15:41:00Z,1.65,13505.0,Switzerland
208695,555147,21643,ASSORTED TUTTI FRUTTI MIRROR,12,2011-05-31T15:41:00Z,1.25,13505.0,Switzerland
208696,555147,17003,BROCADE RING PURSE ,36,2011-05-31T15:41:00Z,0.29,13505.0,Switzerland
208697,555147,20856,DENIM PATCH PURSE PINK BUTTERFLY,10,2011-05-31T15:41:00Z,1.65,13505.0,Switzerland
208698,555147,22423,REGENCY CAKESTAND 3 TIER,3,2011-05-31T15:41:00Z,12.75,13505.0,Switzerland
208699,555147,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-31T15:41:00Z,2.95,13505.0,Switzerland
208700,555147,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2011-05-31T15:41:00Z,1.25,13505.0,Switzerland
208701,555147,15058A,BLUE POLKADOT GARDEN PARASOL,2,2011-05-31T15:41:00Z,7.95,13505.0,Switzerland
208702,555147,85049G,CHOCOLATE BOX RIBBONS ,12,2011-05-31T15:41:00Z,1.25,13505.0,Switzerland
208703,555147,20674,GREEN POLKADOT BOWL,8,2011-05-31T15:41:00Z,1.25,13505.0,Switzerland
208704,555147,20675,BLUE POLKADOT BOWL,8,2011-05-31T15:41:00Z,1.25,13505.0,Switzerland
208705,555147,20676,RED RETROSPOT BOWL,8,2011-05-31T15:41:00Z,1.25,13505.0,Switzerland
208706,555147,21843,RED RETROSPOT CAKE STAND,3,2011-05-31T15:41:00Z,10.95,13505.0,Switzerland
208707,555147,84563B,BLUE & WHITE BREAKFAST TRAY,4,2011-05-31T15:41:00Z,2.95,13505.0,Switzerland
208708,555147,23174,REGENCY SUGAR BOWL GREEN,6,2011-05-31T15:41:00Z,4.15,13505.0,Switzerland
208709,555147,23298,SPOTTY BUNTING,6,2011-05-31T15:41:00Z,4.95,13505.0,Switzerland
208710,555147,23100,SILVER BELLS TABLE DECORATION,12,2011-05-31T15:41:00Z,1.25,13505.0,Switzerland
208711,555147,23103,JINGLE BELL HEART DECORATION,24,2011-05-31T15:41:00Z,1.65,13505.0,Switzerland
208712,555147,23102,SILVER HEARTS TABLE DECORATION,12,2011-05-31T15:41:00Z,0.83,13505.0,Switzerland
208713,555147,23109,LED TEA LIGHTS,6,2011-05-31T15:41:00Z,2.89,13505.0,Switzerland
208714,555147,23170,REGENCY TEA PLATE ROSES ,12,2011-05-31T15:41:00Z,1.65,13505.0,Switzerland
208715,555147,23172,REGENCY TEA PLATE PINK,12,2011-05-31T15:41:00Z,1.65,13505.0,Switzerland
208716,555147,23175,REGENCY MILK JUG PINK ,4,2011-05-31T15:41:00Z,3.25,13505.0,Switzerland
208717,555147,23171,REGENCY TEA PLATE GREEN ,12,2011-05-31T15:41:00Z,1.65,13505.0,Switzerland
208718,555147,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-31T15:41:00Z,2.95,13505.0,Switzerland
208719,555147,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-05-31T15:41:00Z,2.95,13505.0,Switzerland
